ID,Date ,Database,Seizure Country,Seizure City,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Location,Year,Date ,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Country,Seizure City
383,2/1/2016,Reptiles,Pakistan,Lahore,,,,,,,,,,,,,,,,,,,,,#N/A,2016,1-Feb-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
384,1/19/2016,Reptiles,Thailand,Bangkok,China,Guangzhou,,,,,Thailand,Bangkok,,,,,,,India,Chennai,,,,,Transit City1,2016,19-Jan-16,China,Guangzhou,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
385,1/28/2016,Reptiles,South Africa,Johannesburg,South Africa,Johannesburg,,,,,Vietnam,,,,,,,,China,,,,,,Origin City1,2016,28-Jan-16,South Africa,Johannesburg,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,South Africa,Johannesburg
386,1/29/2016,Reptiles,Philippines,Manila,Philippines,Manila,,,,,,,,,,,,,Japan,,,,,,Origin City1,2016,29-Jan-16,Philippines,Manila,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Philippines,Manila
387,1/31/2016,Reptiles,China,Shanghai,Indonesia,,,,,,,,,,,,,,,,,,,,#N/A,2016,31-Jan-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
388,2/3/2016,Reptiles,Indonesia,Jakarta,Indonesia,Jakarta,,,,,,,,,,,,,China,Hong Kong,,,,,Origin City1,2016,3-Feb-16,Indonesia,Jakarta,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Jakarta
389,2/6/2016,Reptiles,Pakistan,Lahore,Pakistan,Lahore,,,,,,,,,,,,,Sri Lanka,Colombo,,,,,Origin City1,2016,6-Feb-16,Pakistan,Lahore,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Pakistan,Lahore
390,2/12/2016,Reptiles,Bangladesh,Dhaka,,,,,,,,,,,,,,,,,,,,,#N/A,2016,12-Feb-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
391,2/15/2016,Reptiles,Indonesia,Timika,Indonesia,Timika,,,,,Indonesia,Jayapura,,,,,,,Indonesia,Jakarta,,,,,Origin City1,2016,15-Feb-16,Indonesia,Timika,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Timika
392,2/21/2016,Reptiles,Indonesia,Jakarta,Indonesia,Jakarta,,,,,,,,,,,,,China,Hong Kong,,,,,Origin City1,2016,21-Feb-16,Indonesia,Jakarta,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Jakarta
393,2/23/2016,Reptiles,Italy,Bologna,Guinea,,,,,,Morocco,,,,,,,,Italy,Bologna,,,,,Destination City1,2016,23-Feb-16,Guinea,0,0,0,0,0,Morocco,0,0,0,0,0,0,0,Italy,Bologna,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Italy,Bologna
394,2/25/2016,Reptiles,Colombia,Leticia,Colombia,Leticia,,,,,,,,,,,,,USA,,,,,,Origin City1,2016,25-Feb-16,Colombia,Leticia,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Colombia,Leticia
395,3/8/2016,Reptiles,Madagascar,Antananarivo,Madagascar,Antananarivo,,,,,Turkey,,,,,,,,Russia,,,,,,Origin City1,2016,8-Mar-16,Madagascar,Antananarivo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Antananarivo
396,3/9/2016,Reptiles,Indonesia,Jakarta,Indonesia,Jakarta,,,,,,,,,,,,,Malaysia,Kuala Lumpur,,,,,Origin City1,2016,9-Mar-16,Indonesia,Jakarta,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Jakarta
397,3/11/2016,Reptiles,Pakistan,Faisalabad,Pakistan,Faisalabad,,,,,Qatar,Doha,,,,,,,Malaysia,,,,,,Origin City1,2016,11-Mar-16,Pakistan,Faisalabad,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Pakistan,Faisalabad
398,3/18/2016,Reptiles,France,Lyon,Ivory Coast,,,,,,Tunisia,,,,,,,,France,Lyon,,,,,Destination City1,2016,18-Mar-16,Ivory Coast,0,0,0,0,0,Tunisia,0,0,0,0,0,0,0,France,Lyon,SEIZURE,SEIZURE,SEIZURE,SEIZURE,France,Lyon
399,3/20/2016,Reptiles,India,Mumbai,Madagascar,,,,,,India,Mumbai,,,,,,,Nepal,Kathmandu,,,,,Transit City1,2016,20-Mar-16,Madagascar,0,0,0,0,0,India,Mumbai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Mumbai
400,4/1/2016,Reptiles,Egypt,Cairo,Egypt,Cairo,,,,,,,,,,,,,,,,,,,Origin City1,2016,1-Apr-16,Egypt,Cairo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Egypt,Cairo
401,4/27/2016,Reptiles,Mexico,Nuevo Laredo,Mexico,Mexico City,,,,,,,,,,,,,Mexico,Nuevo Laredo,,,,,Destination City1,2016,27-Apr-16,Mexico,Mexico City,0,0,0,0,,0,0,0,0,0,0,0,Mexico,Nuevo Laredo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mexico,Nuevo Laredo
402,5/9/2016,Reptiles,Mauritius,Port Louis,Madagascar,,,,,,Mauritius,Port Louis,,,,,,,Singapore,,,,,,Transit City1,2016,9-May-16,Madagascar,0,0,0,0,0,Mauritius,Port Louis,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mauritius,Port Louis
403,7/4/2016,Reptiles,Madagascar,Antananarivo,Madagascar,Antananarivo,,,,,Singapore,,,,,,,,China,Shanghai,,,,,Origin City1,2016,4-Jul-16,Madagascar,Antananarivo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Antananarivo
404,7/18/2016,Reptiles,Madagascar,Antananarivo,Madagascar,Antananarivo,,,,,Kenya,Nairobi,,,,,,,Thailand,Bangkok,China,Hong Kong,,,Origin City1,2016,18-Jul-16,Madagascar,Antananarivo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Antananarivo
405,8/29/2016,Reptiles,India,Chennai,China,,,,,,Malaysia,Kuala Lumpur,,,,,,,India,Chennai,,,,,Destination City1,2016,29-Aug-16,China,0,0,0,0,0,Malaysia,Kuala Lumpur,0,0,0,0,0,0,India,Chennai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Chennai
406,6/30/2009,Rhino Horn,United Kingdom,Manchester,United Kingdom,Manchester,,,,,Netherlands,Amsterdam,,,,,,,China,,,,,,Origin City1,2009,30-Jun-09,United Kingdom,Manchester,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,United Kingdom,Manchester
407,7/14/2009,Rhino Horn,Kenya,Nairobi,Mozambique,,,,,,Kenya,Nairobi,,,,,,,Laos,,,,,,Transit City1,2009,14-Jul-09,Mozambique,0,0,0,0,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
408,7/14/2009,Rhino Horn,Kenya,Nairobi,Mozambique,,,,,,Thailand,,Kenya,Nairobi,,,,,Laos,,,,,,Transit City2,2009,14-Jul-09,Mozambique,0,0,0,0,0,Thailand,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
409,11/1/2009,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2009,1-Nov-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
410,11/18/2009,Rhino Horn,China,Guangzhou,,,,,,,,,,,,,,,,,,,,,#N/A,2009,18-Nov-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
411,12/19/2009,Rhino Horn,Taiwan,Taipei,,,,,,,Myanmar,,,,,,,,Taiwan,Taipei,,,,,Destination City1,2009,19-Dec-09,0,0,0,0,0,0,Myanmar,0,0,0,0,0,0,0,Taiwan,Taipei,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Taiwan,Taipei
412,1/13/2010,Rhino Horn,Ireland,Shannon,Portugal,Faro,,,,,,,,,,,,,Ireland,Shannon,,,,,Destination City1,2010,13-Jan-10,Portugal,Faro,0,0,0,0,0,0,0,0,0,0,0,0,Ireland,Shannon,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Ireland,Shannon
413,1/9/2010,Rhino Horn,China,Beijing,France,Paris,,,,,,,,,,,,,China,Beijing,,,,,Destination City1,2010,9-Jan-10,France,Paris,0,0,0,0,0,0,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
414,1/27/2010,Rhino Horn,China,Beijing,Nigeria,,,,,,,,,,,,,,China,Beijing,,,,,Destination City1,2010,27-Jan-10,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
415,4/28/2010,Rhino Horn,China,Beijing,UAE,Dubai,,,,,,,,,,,,,China,Beijing,,,,,Destination City1,2010,28-Apr-10,UAE,Dubai,0,0,0,0,0,0,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
416,5/17/2010,Rhino Horn,Belgium,Brussels,,,,,,,,,,,,,,,,,,,,,#N/A,2010,17-May-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
417,5/20/2010,Rhino Horn,China,Beijing,Ethiopia,Addis Ababa,,,,,,,,,,,,,China,Beijing,,,,,Destination City1,2010,20-May-10,Ethiopia,Addis Ababa,0,0,0,0,0,0,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
418,6/1/2010,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2010,1-Jun-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
419,6/1/2010,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2010,1-Jun-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
420,6/1/2010,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2010,1-Jun-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
421,6/9/2010,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2010,9-Jun-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
422,6/11/2010,Rhino Horn,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,,,#N/A,2010,11-Jun-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
423,6/30/2010,Rhino Horn,South Africa,Johannesburg,South Africa,Johannesburg,,,,,,,,,,,,,Vietnam,,,,,,Origin City1,2010,30-Jun-10,South Africa,Johannesburg,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,South Africa,Johannesburg
424,8/22/2010,Rhino Horn,Kenya,Nairobi,Kenya,Nairobi,,,,,UAE,Dubai,,,,,,,Malaysia,,,,,,Origin City1,2010,22-Aug-10,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
425,8/24/2010,Rhino Horn,Kenya,Nairobi,,,,,,,,,,,,,,,Asia,,,,,,#N/A,2010,24-Aug-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
426,2/23/2011,Rhino Horn,Thailand,Bangkok,Nigeria,Lagos,,,,,Qatar,Doha,Malaysia,Kuala Lumpur,,,,,Thailand,Bangkok,,,,,Destination City1,2011,23-Feb-11,Nigeria,Lagos,0,0,0,0,Qatar,Doha,Malaysia,Kuala Lumpur,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
427,12/10/2011,Rhino Horn,South Africa,Johannesburg,South Africa,Johannesburg,,,,,,,,,,,,,,,,,,,Origin City1,2011,10-Dec-11,South Africa,Johannesburg,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,South Africa,Johannesburg
428,3/1/2012,Rhino Horn,Czech Republic,Prague,,,,,,,,,,,,,,,,,,,,,#N/A,2012,1-Mar-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
429,5/1/2012,Rhino Horn,Mozambique,Maputo,Mozambique,Maputo,,,,,,,,,,,,,,,,,,,Origin City1,2012,1-May-12,Mozambique,Maputo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mozambique,Maputo
430,6/17/2012,Rhino Horn,China,Beijing,,,,,,,Qatar,Doha,,,,,,,China,Beijing,,,,,Destination City1,2012,17-Jun-12,0,0,0,0,0,0,Qatar,Doha,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
431,9/16/2012,Rhino Horn,Belgium,Brussels,,,,,,,Belgium,Brussels,,,,,,,China,Urumqi,,,,,Transit City1,2012,16-Sep-12,0,0,0,0,0,0,Belgium,Brussels,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Belgium,Brussels
432,1/1/2013,Rhino Horn,China,Shanghai,France,Paris,,,,,,,,,,,,,China,Shanghai,,,,,Destination City1,2013,1-Jan-13,France,Paris,0,0,0,0,0,0,0,0,0,0,0,0,China,Shanghai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Shanghai
433,1/6/2013,Rhino Horn,Vietnam,Ho Chi Minh City,Mozambique,Maputo,,,,,Qatar,Doha,,,,,,,Vietnam,Ho Chi Minh City,,,,,Destination City1,2013,6-Jan-13,Mozambique,Maputo,0,0,0,0,Qatar,Doha,0,0,0,0,0,0,Vietnam,Ho Chi Minh City,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Vietnam,Ho Chi Minh City
434,1/6/2013,Rhino Horn,Thailand,Bangkok,Mozambique,,,,,,Thailand,Bangkok,,,,,,,Vietnam,Hanoi,,,,,Transit City1,2013,6-Jan-13,Mozambique,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
435,1/8/2013,Rhino Horn,Vietnam,Ho Chi Minh City,Mozambique,,,,,,Qatar,Doha,Thailand,Bangkok,,,,,Vietnam,Ho Chi Minh City,,,,,Destination City1,2013,8-Jan-13,Mozambique,0,0,0,0,0,Qatar,Doha,Thailand,Bangkok,0,0,0,0,Vietnam,Ho Chi Minh City,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Vietnam,Ho Chi Minh City
436,1/23/2013,Rhino Horn,China,Shanghai,,,,,,,France,Paris,,,,,,,China,Shanghai,,,,,Destination City1,2013,23-Jan-13,0,0,0,0,0,0,France,Paris,0,0,0,0,0,0,China,Shanghai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Shanghai
437,2/11/2013,Rhino Horn,Malawi,Lilongwe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,11-Feb-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
438,2/24/2013,Rhino Horn,Mozambique,Maputo,Mozambique,Maputo,,,,,,,,,,,,,,,,,,,Origin City1,2013,24-Feb-13,Mozambique,Maputo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mozambique,Maputo
439,3/20/2013,Rhino Horn,China,Shanghai,France,Paris,,,,,,,,,,,,,China,,,,,,#N/A,2013,20-Mar-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
440,4/1/2013,Rhino Horn,Mozambique,Maputo,Mozambique,Maputo,,,,,,,,,,,,,Cambodia,,,,,,Origin City1,2013,1-Apr-13,Mozambique,Maputo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mozambique,Maputo
441,4/19/2013,Rhino Horn,China,Shanghai,,,,,,,UAE,Dubai,,,,,,,China,,,,,,#N/A,2013,19-Apr-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
442,5/4/2013,Rhino Horn,Vietnam,Ho Chi Minh City,,,,,,,Qatar,Doha,,,,,,,Vietnam,Ho Chi Minh City,,,,,Destination City1,2013,4-May-13,0,0,0,0,0,0,Qatar,Doha,0,0,0,0,0,0,Vietnam,Ho Chi Minh City,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Vietnam,Ho Chi Minh City
443,5/6/2013,Rhino Horn,Vietnam,Hanoi,,,,,,,,,,,,,,,,,,,,,#N/A,2013,6-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444,5/13/2013,Rhino Horn,Malawi,Lilongwe,,,,,,,Malawi,,,,,,,,China,,,,,,#N/A,2013,13-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445,5/15/2013,Rhino Horn,China,Beijing,,,,,,,,,,,,,,,,,,,,,#N/A,2013,15-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446,5/20/2013,Rhino Horn,Vietnam,Ho Chi Minh City,,,,,,,,,,,,,,,,,,,,,#N/A,2013,20-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
447,5/30/2013,Rhino Horn,Vietnam,Hanoi,,,,,,,,,,,,,,,,,,,,,#N/A,2013,30-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448,6/24/2013,Rhino Horn,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,#N/A,2013,24-Jun-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
449,7/15/2013,Rhino Horn,China,Beijing,Egypt,Cairo,,,,,,,,,,,,,China,Beijing,,,,,Destination City1,2013,15-Jul-13,Egypt,Cairo,0,0,0,0,0,0,0,0,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
450,9/17/2013,Rhino Horn,Kenya,Nairobi,Mozambique,Maputo,,,,,Kenya,Nairobi,Qatar,Doha,,,,,China,Hong Kong,,,,,Transit City1,2013,17-Sep-13,Mozambique,Maputo,0,0,0,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
451,12/1/2013,Rhino Horn,Mozambique,Maputo,Mozambique,Maputo,,,,,,,,,,,,,Vietnam,,,,,,Origin City1,2013,1-Dec-13,Mozambique,Maputo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mozambique,Maputo
452,12/1/2013,Rhino Horn,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Dec-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453,12/20/2013,Rhino Horn,Uganda,Entebbe,,,,,,,Nigeria,Lagos,,,,,,,Malaysia,,,,,,#N/A,2013,20-Dec-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
